# Organism: Escherichia coli K-12 substr. MG1655
# Database: EcoCyc
# Version: 28.0
# Date and time generated: October 30, 2023, 10:06:52
"id"	"common_name"	"synonyms"	"chemical_formula"	"mw"	"molecular_charge"	"_smiles"
"N6-L-threonylcarbamoyladenine37-tRNAs"	"an <i>N</i><sup>6</sup>-L-threonylcarbamoyladenine<sup>37</sup> in tRNA"	[]	null	null	-3	"C[C@@H](O)[C@H](NC(Nc1(ncnc2(n(cnc12)[C@@H]3(O[C@H](COP(=O)([O-])O[a tRNA])[C@@H](OP(=O)(O[a tRNA])[O-])[C@@H](O)3))))=O)C([O-])=O"
"N6-met-threonylcarbamoyl-A37-tRNAs"	"an <i>N</i><sup>6</sup>-methyl-threonylcarbamoyladenosine 37 in tRNA"	["m<sup>6</sup>t<sup>6</sup>A37 tRNA"]	null	null	-3	"C[C@@H](O)[C@H](NC(N(C)c1(ncnc2(n(cnc12)[C@@H]3(O[C@H](COP(=O)([O-])O[a tRNA])[C@@H](OP(=O)(O[a tRNA])[O-])[C@@H](O)3))))=O)C([O-])=O"
"N6-Methyladenine-containing-mRNAs"	"an <i>N</i><sup>6</sup>-methyladenine in mRNA"	["mRNA containing <i>N</i><sup>6</sup>-methyladenine", "a 6-methylaminopurine in mRNA"]	null	null	-2	"CNc3(c2(ncn([C@@H]1(O[C@H](COP(=O)([O-])O[an mRNA])[C@@H](OP([O-])(=O)O[an mRNA])[C@@H](O)1))c2ncn3))"
"N6-Methyladenine-containing-rRNAs"	"an <i>N<sup>6</sup></i>-methyladenine in rRNA"	["rRNA containing <i>N<sup>6</sup></i>-methyladenine", "a 6-methylaminopurine in rRNA"]	null	null	-2	"CNc1(ncnc2(n(cnc12)[C@@H]3(O[C@H](COP(=O)([O-])O[rRNA])[C@@H](OP(=O)(O[rRNA])[O-])[C@@H](O)3)))"
"N6-Methyladenine-U6-snRNA"	"an <i>N</i><sup>6</sup>-methyladenine in a U6 snRNA"	[]	null	null	-2	"CNc1(ncnc2(n(cnc12)[C@@H]3(O[C@H](COP(=O)([O-])O[a U6 snRNA])[C@@H](OP(=O)(O[a U6 snRNA])[O-])[C@@H](O)3)))"
"N6-O-disulfo-D-glucosamine"	"<i>N</i>,6-<i>O</i>-disulfo-D-glucosamine"	["N2-,6-disulfo-D-glucosamine"]	"C6H11NO11S2"	337.273	-2	"C([C@H]1(OC([C@@H]([C@H]([C@@H]1O)O)NS(=O)([O-])=O)O))OS(=O)([O-])=O"
"N6-Pup-gamma-L-glutamyl-protein-L-lysine"	"N6-([prokaryotic ubiquitin-like protein]-&gamma;-L-glutamyl)-[protein]-L-lysine"	[]	null	null	-1	"C(NC(=O)CC[C@@H](C(=O)[O-])N[a prokaryotic ubiquitin-like protein])CCC[C@@H](C(=O)[a protein])N[a protein]"
"N6N6-Dimethyladenine-Containing-rRNAs"	"an <i>N</i><sup>6</sup>,<i>N</i><sup>6</sup>-dimethyladenine in rRNA"	[]	null	null	-2	"CN(C)c1(ncnc2(n(cnc12)[C@@H]3(O[C@H](COP(=O)([O-])O[rRNA])[C@@H](OP(=O)(O[rRNA])[O-])[C@@H](O)3)))"
"N7-Methylguanine-containing-16SrRNAs"	"an <i>N<sup>7</sup></i>-methylguanine in 16S rRNA"	["a 16S rRNA containing <i>N<sup>7</sup></i>-methylguanine"]	null	null	-1	"C[n+]1(c3(c(=O)[nH]c(N)nc(n(c1)[C@@H]2(O[C@H](COP(=O)([O-])O[a 16S rRNA])[C@@H](OP(=O)(O[a 16S rRNA])[O-])[C@@H](O)2))3))"
"N7-Methylguanine-containing-rRNAs"	"an <i>N</i><sup>7</sup>-methylguanine in rRNA"	["an rRNA containing <i>N</i><sup>7</sup>-methylguanine"]	null	null	-1	"C[n+]1(c3(c(=O)[nH]c(N)nc(n(c1)[C@@H]2(O[C@H](COP(=O)([O-])O[rRNA])[C@@H](OP(=O)(O[rRNA])[O-])[C@@H](O)2))3))"
"N7-METHYLGUANINE-IN-DNA"	"an N<sup>7</sup>-methylguanine in DNA"	["N<sup>7</sup>-deoxymethylguanosine-DNA", "d7mG-DNA"]	null	null	-3	"C[n+]1(c5(c(=O)[nH]c(N)nc(n(c1)[C@@H]4(O[C@H](COP(O[C@H]2(C[C@H]([a nucleobase])O[C@H](COP(=O)([O-])O[a deoxyribonucleic acid])2))(=O)[O-])[C@@H](OP(OC[C@H]3(O[C@@H]([a nucleobase])C[C@H](OP(O[a deoxyribonucleic acid])(=O)[O-])3))(=O)[O-])C4))5))"
"N7-methylGuanine1575-in-18StRNAs"	"an <i>N</i><sup>7</sup>-methylguanine<sup>1575</sup> in 18S rRNA"	[]	null	null	-1	"C[n+]1(c3(c(=O)[nH]c(N)nc(n(c1)[C@@H]2(O[C@H](COP(=O)([O-])O[an 18S rRNA])[C@@H](OP(=O)(O[an 18S rRNA])[O-])[C@@H](O)2))3))"
"N7-Methylguanosine-containing-rRNAs"	"a 7-methylguanosine in rRNA"	[]	null	null	-1	"C[n+]1(c3(c(=O)[nH]c(N)nc(n(c1)[C@@H]2(O[C@H](COP(=O)([O-])O[rRNA])[C@@H](OP(=O)(O[rRNA])[O-])[C@@H](O)2))3))"
"N8-Methyladenine-containing-rRNAs"	"an 8-methyladenine in rRNA"	[]	null	null	-2	"Cc1(n(c2(c(n1)c(N)ncn2))[C@@H]3(O[C@H](COP(=O)([O-])O[rRNA])[C@@H](OP(=O)(O[rRNA])[O-])[C@@H](O)3))"
"NA+"	"Na<SUP>+</SUP>"	["sodium(I)", "Na<sup>I</sup>"]	"Na"	22.99	1	"[Na+]"
"NA2SO4"	"sodium sulfate"	[]	"Na2(SO4)"	142.038	0	null
"NAc-glucosaminyl-b-D-mannosyl-R"	"<i>N</i>-acetyl-&beta;-D-glucosaminyl-(1&rarr;4)-&beta;-D-mannosyl-[protein]"	["4-(<i>N</i>-acetyl-&beta;-D-glucosaminyl)-&beta;-D-mannosyl-R", "4-(<i>N</i>-acetyl-&beta;-D-glucosaminyl)-&beta;-D-mannosyl-[glycoprotein]"]	null	null	0	"CC(N[C@H]2([C@@H](O[C@H]1([C@H](O)[C@H](O)[C@H](OC([R])[C@@H](C(=O)[a protein])N[a protein])O[C@H](CO)1))O[C@@H]([C@H]([C@@H]2O)O)CO))=O"
"NACL"	"sodium chloride"	[]	"NaCl"	58.443	0	null
"NACMUR"	"<i>N</i>-acetyl-D-muramate"	["2-acetamido-3-<i>O</i>-(D-1-carboxyethyl)-2-deoxy-beta-D-glucose", "MurNAc", "<i>N</i>-acetylmuramic acid", "NAcMur", "2-[3-acetylamino-2,5-dihydroxy-6-(hydroxymethyl)tetrahydropyran-4-yl]oxypropanoic acid", "<i>N</i>-acetyl-D-muramic acid"]	"C11H18NO8"	292.265	-1	"C[C@@H](O[C@@H]1([C@@H](NC(=O)C)C(O[C@H](CO)[C@H]1O)O))C(=O)[O-]"
"NAcMur-4Peptide-NAcGlc-Undecaprenols"	"an Und-PP-[&beta;-D-GlcNAc-(1&rarr;4)]-<i>N</i>-acetylmuramyl-(tetrapeptide)"	["a GlcNAc-(1->4)-MurNAc-tetrapeptide-diphosphoundecaprenol", "a &beta;-D-GlcNAc-(1&rarr;4)-<i>N</i>-acetylmuramoyl-(tetrapeptide)-PP-Und"]	null	null	-3	"CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP(OP(O[C@H]2(O[C@H](CO)[C@@H](O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)1))[C@H](O[C@@H](C(=O)N[C@@H](C)C(N[C@H](CCC(=O)N[C@@H](CCCC([R])[NH3+])C(N[C@H](C)C(=O)[O-])=O)C(=O)[O-])=O)C)[C@@H](NC(=O)C)2))([O-])=O)(=O)[O-]"
"NAcMur-5Peptide-NAcGlc-Undecaprenols"	"an Und-PP-[&beta;-D-GlcNAc-(1&rarr;4)]-<i>N</i>-acetylmuramoyl-(pentapeptide)"	["a GlcNAc-(1->4)-MurNAc-pentapeptide-diphosphoundecaprenol", "a &beta;-D-GlcNAc-(1&rarr;4)-<i>N</i>-acetylmuramoyl-(pentapeptide)-PP-Und"]	null	null	-3	"CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP(OP(O[C@H]2(O[C@H](CO)[C@@H](O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)1))[C@H](O[C@@H](C(=O)N[C@@H](C)C(N[C@H](CCC(=O)N[C@@H](CCCC([R])[NH3+])C(N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])=O)C(=O)[O-])=O)C)[C@@H](NC(=O)C)2))([O-])=O)(=O)[O-]"
"NAcMur-Peptide-NAcGlc-Undecaprenols"	"a lipid II"	["a peptidoglycan monomer", "an undecaprenyldiphospho-<i>N</i>-acetyl-(<i>N</i>-acetylglucosaminyl)muramoyl peptide", "an undecaprenyldiphospho-4-<i>O</i>-(<i>N</i>-acetyl-&beta;-D-glucosaminyl)-3-<i>O</i>-peptidyl-&alpha;-<i>N</i>-acetylmuramate", "Und-PP-[&beta;-D-GlcNAc-(1&rarr;4)]-MurNAc-(peptide)"]	null	null	-3	"CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP(OP(O[C@H]2(O[C@H](CO)[C@@H](O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)1))[C@H](O[C@@H](C(=O)N[C@@H](C)C(N[C@H](CCC(=O)N[C@@H](CCCC([R])[NH3+])C(N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])=O)C(=O)[O-])=O)C)[C@@H](NC(=O)C)2))([O-])=O)(=O)[O-]"
"Nacsent-Peptidoglycan"	"a nascent peptidoglycan molecule"	[]	null	null	0	null
"NAD"	"NAD<sup>+</sup>"	["NAD+", "beta-nicotinamide adenine dinucleotide", "coenzyme I", "diphosphopyridine nucleotide", "diphosphopyridine nucleotide oxidized", "nicotinamide adenine dinucleotide", "nicotinamide adenine dinucleotide oxidized", "NAD-oxidized", "NAD-ox", "DPN+", "DPN-ox", "DPN", "&beta;-nicotinamide adenine dinucleotide", "NAD", "&beta;-NAD<sup>+</sup>"]	"C21H26N7O14P2"	662.422	-1	"c1([n+](cccc1C(N)=O)[C@@H]5(O[C@H](COP(OP(OC[C@H]4(O[C@@H](n2(c3(c(nc2)c(N)ncn3)))[C@H](O)[C@H](O)4))(=O)[O-])(=O)[O-])[C@@H](O)[C@@H](O)5))"
"NAD-P-OR-NOP"	"NAD(P)<sup>+</sup>"	["NAD(P)", "NAD(P)+", "&beta;-NAD(P)<sup>+</sup>"]	null	null	-1	"c1([n+](cc(cc1)C(=O)N)[C@@H]2(O[C@@H]([C@H]([C@H]2O)O)COP(OP(OC[C@H]5(O[C@@H](n3(c4(c(nc3)c(N)ncn4)))[C@H](O[R])[C@H](O)5))(=O)[O-])(=O)[O-]))"
"NADH"	"NADH"	["NADH<sub>2</sub>", "NADH2", "dihydrodiphosphopyridine nucleotide", "diphosphopyridine nucleotide reduced", "dihydronicotinamide adenine dinucleotide", "nicotinamide adenine dinucleotide reduced", "NAD-reduced", "NADH+H+", "DPNH", "&beta;-NADH", "&beta;-nicotinamide adenine dinucleotide, reduced"]	"C21H27N7O14P2"	663.43	-2	"C1(/N(\C=C/CC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(OP(OC[C@H]4(O[C@@H](n2(c3(c(nc2)c(N)ncn3)))[C@H](O)[C@H](O)4))(=O)[O-])(=O)[O-])[C@@H](O)[C@@H](O)5))"
"NADH-P-OR-NOP"	"NAD(P)H"	["&beta;-NAD(P)H"]	null	null	-2	"C1(/N(\C=C/CC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O[R])[C@H](O)2)n4(cnc3(c(N)ncnc34))))[C@@H](O)[C@@H](O)5))"
"NADHX"	"NADHX"	[]	"C21H29N7O15P2"	681.445	-2	"C1(/N(C(O)CCC(/C(N)=O)=1)[C@@H]5(O[C@H](COP(=O)([O-])OP(=O)([O-])OC[C@H]2(O[C@H]([C@H](O)[C@H](O)2)n4(cnc3(c(N)ncnc34))))[C@@H](O)[C@@H](O)5))"
"NADP"	"NADP<sup>+</sup>"	["coenzyme II", "triphosphopyridine nucleotide", "nicotinamide adenine dinucleotide phosphate", "NADP-oxidized", "NADP-ox", "TPN", "TPN+", "TPN-ox", "nicotinamide adenine dinucleotide-P", "NADP(+)", "NADP", "&beta;-NADP<sup>+</sup>"]	"C21H25N7O17P3"	740.386	-3	"c1([n+](cc(cc1)C(=O)N)[C@@H]2(O[C@@H]([C@H]([C@H]2O)O)COP(OP(OC[C@H]5(O[C@@H](n3(c4(c(nc3)c(N)ncn4)))[C@H](OP([O-])(=O)[O-])[C@H](O)5))(=O)[O-])(=O)[O-]))"
"NADPH"	"NADPH"	["reduced nicotinamide adenine dinucleotide phosphate", "NADPH2", "NADPH<SUB>2</SUB>", "dihydrotriphosphopyridine nucleotide", "reduced dihydrotriphosphopyridine nucleotide", "dihydronicotinamide adenine dinucleotide phosphate", "dihydronicotinamide adenine dinucleotide phosphate reduced", "reduced NADP", "NADP-red", "TPNH", "dihydronicotinamide adenine dinucleotide-P", "&beta;-NADPH", "&beta;-nicotinamide adenine dinucleotide phosphate, reduced"]	"C21H26N7O17P3"	741.394	-4	"C1(\N(/C=C(C\C=1)/C(=O)N)[C@@H]2(O[C@@H]([C@H]([C@H]2O)O)COP(OP(OC[C@H]5(O[C@@H](n3(c4(c(nc3)c(N)ncn4)))[C@H](OP([O-])(=O)[O-])[C@H](O)5))(=O)[O-])(=O)[O-]))"
"NADPHX"	"NADPHX"	[]	"C21H28N7O18P3"	759.41	-4	"C1(/N(C(O)CCC(/C(=O)N)=1)[C@@H]2(O[C@@H]([C@H]([C@H]2O)O)COP(OP(OC[C@H]5(O[C@@H](n3(c4(c(nc3)c(N)ncn4)))[C@H](OP([O-])(=O)[O-])[C@H](O)5))(=O)[O-])(=O)[O-]))"
"NaF"	"sodium fluoride"	["NaF"]	"NaF"	41.988	0	null
"NAIR"	"4-nitro-5-aminoimidazole ribonucleotide"	["NAIR"]	"C7H10N4O9P"	325.151	-1	"c1(nc([N+]([O-])=O)c([NH3+])n1[C@@H]2(O[C@H](OP([O-])([O-])=O)[C@@H](O)[C@@H](O)2))"
"Naphthalenes"	"a naphthalene"	[]	null	null	0	null
"Naphthoquinones"	"a naphthoquinone"	[]	null	null	0	null
"Nascent-peptidoglycan-dimer"	"a nascent peptidoglycan dimer (generic)"	["a GlcNAc-(1->4)-MurNAc-pentapeptide dimer diphosphoundecaprenol", "a <i>N</i>-acetylglucosamine--<i>N</i>-acetylmuramoyl-(pentapeptide) dimer pyrophosphoryl-undecaprenol"]	null	null	-4	"CC(C)=CCCC(\C)=C/CCC(\C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/CCC(/C)=C/COP(OP(O[C@H]4(O[C@H](CO)[C@@H](O[C@@H]3(O[C@H](CO)[C@@H](O[C@@H]2(O[C@H](CO)[C@@H](O[C@@H]1(O[C@H](CO)[C@@H](O)[C@H](O)[C@@H](NC(=O)C)1))[C@H](O[C@@H](C(=O)N[C@@H](C)C(N[C@H](CCC(=O)N[C@@H](CCCC([R])[NH3+])C(N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])=O)C(=O)[O-])=O)C)[C@@H](NC(=O)C)2))[C@H](O)[C@@H](NC(=O)C)3))[C@H](O[C@@H](C(=O)N[C@@H](C)C(N[C@H](CCC(=O)N[C@@H](CCCC([R])[NH3+])C(N[C@H](C)C(=O)N[C@H](C)C(=O)[O-])=O)C(=O)[O-])=O)C)[C@@H](NC(=O)C)4))([O-])=O)(=O)[O-]"
"NCCS"	"a nonfluorescent chlorophyll catabolite"	["NCCs"]	null	null	0	"C(CC1(\C(/N=C(C(/C)=1)/C=O)CC4(\C(C5(/C(C(C(C3([C@H](C(/C)=C(CC2(NC(C(/[R1])=C(C)/2)=O))/N=3)CCC(O)=O))C(/N=4)=5)C(O[R3])=O)=O))C)))[R2]"
"NDP-26-dideoxy-D-threo-4-hexulose"	"an NDP-2,6-dideoxy-D-<i>threo</i>-4-hexulose"	[]	null	null	-2	"C[C@H]2(O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]1(O[C@H]([C@H]([R])[C@H](O)1)[a nucleobase]))C[C@@H](O)C(=O)2)"
"NDP-26-dideoxy-L-erythro-4-hexulose"	"an NDP-2,6-dideoxy-L-<i>erythro</i>-4-hexulose"	[]	null	null	-2	"C[C@@H]2(O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]1(O[C@H]([C@H]([R])[C@H](O)1)[a nucleobase]))C[C@@H](O)C(=O)2)"
"NDP-34-didehydro-26-dideoxy-D-glucose"	"an NDP-3,4-didehydro-2,6-dideoxy-&alpha;-D-glucose"	[]	null	null	-2	"C[C@H]2(O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]1(O[C@H]([C@H]([R])[C@H](O)1)[a nucleobase]))CC(=O)C(=O)2)"
"NDP-4-dehydro-26-dideoxy-D-glucose"	"an NDP-4-dehydro-2,6-dideoxy-&alpha;-D-glucose"	["an NDP-4-keto-2,6-dideoxy-&alpha;-D-glucose", "an NDP-4-oxo-2,6-dideoxy-&alpha;-D-glucose"]	null	null	-2	"C[C@H]2(O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]1(O[C@H]([C@H]([R])[C@H](O)1)[a nucleobase]))/C=C(C(=O)2)/O)"
"NDP-4-dehydro-6-deoxy-D-glucose"	"an NDP-4-dehydro-6-deoxy-&alpha;-D-glucose"	["an NDP-4-keto-6-deoxy-&alpha;-D-glucose", "an NDP-4-oxo-6-deoxy-&alpha;-D-glucose"]	null	null	-2	"C[C@H]2(O[C@H](OP(=O)([O-])OP(=O)([O-])OC[C@H]1(O[C@H]([C@H]([R])[C@H](O)1)[a nucleobase]))[C@H](O)[C@@H](O)C(=O)2)"
"NDP-alpha-D-glucoses"	"an NDP-&alpha;-D-glucose"	["nucleoside diphosphate-&alpha;-D-glucose", "a nucleoside diphosphate-&alpha;-D-glucose"]	null	null	-2	"C([C@H]2(O[C@H](OP(OP(OC[C@@H]1([C@H]([C@H]([C@@H](O1)[a nucleobase])[R])O))([O-])=O)([O-])=O)[C@@H]([C@H]([C@@H]2O)O)O))O"
"NDP-glucoses"	"a nucleoside diphosphate-glucose"	["nucleoside diphosphate-glucose", "an NDP-glucose"]	null	null	-2	"C([C@H]2(O[C@@H](OP(OP(=O)([O-])OC[C@@H]1([C@H]([C@H]([C@@H](O1)[a nucleobase])[R])O))([O-])=O)[C@@H]([C@H]([C@@H]2O)O)O))O"
"NDP-HEXOSE"	"a nucleoside diphosphate-hexose"	["an NDP-hexose"]	null	null	-2	"C(O)C2(OC(OP(=O)([O-])OP(=O)([O-])OC[C@H]1(O[C@@H]([a nucleobase])[C@H]([R])[C@H](O)1))C(O)C(O)C(O)2)"
"NDP-sugars"	"an NDP-sugar"	["a nucleoside diphosphate sugar"]	null	null	0	null
"NEDD8-Activating-Enzyme-E1-L-cys"	"an [E1 NEDD8-activating enzyme]-L-cysteine"	[]	null	null	0	"C(=O)([an [E1 NEDD8-activating enzyme]])[C@@H](N[an [E1 NEDD8-activating enzyme]])CS"
"NEDD8-conjugating-proteins-E2-L-cys"	"an [E2 NEDD8-conjugating enzyme]-L-cysteine"	[]	null	null	0	"C(=O)([an [E2 NEDD8-conjugating enzyme]])[C@@H](N[an [E2 NEDD8-conjugating enzyme]])CS"
"Negatively-charged-polar-amino-acids"	"a negatively-charged polar amino acid"	[]	null	null	0	null
"Neoagaro-oligosaccharides"	"a neoagaro-oligosaccharide"	[]	null	null	0	"C(O)[C@@H]1([C@H](O)[C@@H]([C@@H](O)[C@H](O[R1])O1)O[C@@H]2(O[C@H]6(CO[C@H]([C@H](O)2)[C@H](O[C@@H]3(O[C@@H]([C@H](O)[C@@H]([C@@H](O)3)O[C@@H]5(O[C@H]4(CO[C@@H]([C@@H]4O)[C@H](O)5)))CO))6)))"
"Neolacto-Series-GSLs"	"a neolacto-series glycosphingolipid"	[]	null	null	0	"C(O[R3])[C@H](NC(=O)[R2])[C@H](O)[R1]"
"Neolactopentaosylceramides"	"a neolactopentaosylceramide"	["<i>N</i>-acetyl-D-glucosaminyl-1,3-&beta;-D-galactosyl-1,4-<i>N</i>-acetyl-&beta;-D-glucosaminyl-1,3-&beta;-D-galactosyl-1,4-&beta;-D-glucosyceramide", "an IV<sup>3</sup>-&beta;-D-galactosaminylneolactotetraosylceramide", "an <i>N</i>-acetyl-&beta;-D-glucosaminyl-(1-3)-&beta;-D-galactosyl-(1,4)-<i>N</i>-acetyl-&beta;-D-glucosaminyl-(1-3)-&beta;-D-galactosyl-1,4-&beta;-D-glucosyl-(1&harr;1)-ceramide", "an <i>N</i>-acetyl-&beta;-D-glucosaminyl-1,3-&beta;-D-galactosyl-1,4-<i>N</i>-acetyl-&beta;-D-glucosaminyl-1,3-&beta;-D- galactosyl-1,4-&beta;-D-glucosylceramide", "an <i>N</i>-acetyl-&beta;-D-glucosaminyl-1,3-&beta;-D-galactosyl-1,4-<i>N</i>-acetyl-&beta;-D-glucosaminyl-1,3-&beta;-D-galactosyl-1,4-&beta;-D-glucosyl-(1&harr;1)-ceramide", "an <i>N</i>-acetyl-&beta;-D-glucosaminyl-(1&rarr;3)-&beta;-D-galactosyl-(1&rarr;4)-<i>N</i>-acetyl-&beta;-D-glucosaminyl-(1&rarr;3)-&beta;-D-galactosyl-(1&rarr;4)-&beta;-D-glucosyl-(1&harr;1)-ceramide", "a &beta;-D-GlcNAc-(1&rarr;3)-&beta;-D-Gal-(1&rarr;4)-&beta;-D-GlcNAc-(1&rarr;3)-&beta;-D-Gal-(1&rarr;4)-&beta;-D-Glc-(1&harr;1)-ceramide", "a lacto-<i>N</i>-neopentaosylceramide", "a lactoneopentaosylceramide", "nLc5", "nLc5Cer"]	null	null	0	"CCCCCCCCCCCCC/C=C/[C@@H](O)[C@H](CO[C@@H]1(O[C@H](CO)[C@H]([C@H](O)[C@@H](O)1)O[C@@H]5(O[C@H](CO)[C@H](O)[C@H](O[C@@H]2(O[C@H](CO)[C@H]([C@H](O)[C@@H](NC(C)=O)2)O[C@@H]4(O[C@H](CO)[C@H](O)[C@H](O[C@@H]3(O[C@H](CO)[C@H]([C@H](O)[C@@H](NC(C)=O)3)O))[C@@H](O)4)))[C@@H](O)5)))NC(=O)[R]"
"Neomycins"	"a neomycin"	[]	null	null	0	null
"Neopterins"	"a neopterin"	[]	"C9H11N5O4"	253.217	0	"c2(nc1(nc([nH]c(c1nc(C(C(O)CO)O)2)=O)N))"
"Neurotransmitters"	"a neurotransmitter"	[]	null	null	0	null
"Neutral-Amino-Acids"	"a neutral amino acid"	[]	null	null	0	null
"NH42SO4"	"ammonium sulfate"	[]	"(NH4)2(SO4)"	132.134	0	null
"NH4CL"	"ammonium chloride"	[]	"(NH4)Cl"	53.491	0	null
"NI+2"	"Ni<sup>2+</sup>"	["nickel(II)", "Ni<sup>++</sup>", "Ni<sup>II</sup>"]	"Ni"	58.7	2	"[Ni+2]"
"Ni-Fe-S-Clusters"	"a nickel-containing cofactor"	["Ni-Fe active site", "an NiFeS center", "an NiFeS cluster", "an [NiFeS] cluster"]	null	87.907	0	null
"NIACINAMIDE"	"nicotinamide"	["6-aminonicotinamide", "vitamin PP", "niacinamide", "nicotinic acid amide", "vitamin B<sub>3</sub>"]	"C6H6N2O"	122.126	0	"c1(ncc(C(=O)N)cc1)"
"NIACINE"	"nicotinate"	["3-pyridinecarboxylic acid", "nicotinic acid", "wampocap", "nicolar", "nicocap", "nicobid", "nico-400-", "nicamin", "niacin", "niacine", "vitamin B<sub>3</sub>", "3-pyridinecarboxylate", "pyridine-3-carboxylate"]	"C6H4NO2"	122.103	-1	"c1(ccc(C(=O)[O-])cn1)"
"Nickel-Tetrapyrroles"	"a nickel tetrapyrrole"	[]	null	null	0	null
"Nicotinamide-Mononucleotides"	"a nicotinamide mononucleotide"	[]	null	null	0	null
"NICOTINAMIDE_NUCLEOTIDE"	"&beta;-nicotinamide D-ribonucleotide"	["&beta;-nicotinamide mononucleotide", "&beta;-nicotinamide ribonucleotide", "&beta;-nicotinamide nucleotide"]	"C11H14N2O8P"	333.214	-1	"C(OP(=O)([O-])[O-])[C@@H]1([C@@H](O)[C@@H](O)[C@@H](O1)[n+]2(cccc(C(=O)N)c2))"
"NICOTINAMIDE_RIBOSE"	"1-(&beta;-D ribofuranosyl)nicotinamide"	["&beta;-nicotinamide D-ribonucleotide", "<i>N</i>-ribosyl-nicotinamide", "nicotinamide ribonucleoside", "nicotinamide ribose", "nicotinamide riboside", "ribosylnicotinamide", "nicotinamide-&beta;-riboside", "vitamin B<sub>3</sub>"]	"C11H15N2O5"	255.25	1	"C(O)[C@@H]1([C@@H](O)[C@@H](O)[C@@H](O1)[n+]2(cccc(C(=O)N)c2))"
"NICOTINATE_NUCLEOTIDE"	"&beta;-nicotinate D-ribonucleotide"	["nicotinate dinucleotide", "&beta;-nicotinate-D-nucleotide", "nicotinic acid nucleotide", "nicotinic acid mononucleotide", "nicotinic acid ribonucleotide", "nicotinate-D-ribonucleotide", "nicotinate ribonucleotide", "nicotinate nucleotide", "deamido-nicotinamide mononucleotide", "deamido-NMN", "nicotinate D-ribonucleotide", "nicotinate mononucleotide", "NaMN"]	"C11H12NO9P"	333.191	-2	"C(OP(=O)([O-])[O-])[C@@H]2([C@@H](O)[C@@H](O)[C@H]([n+]1(cccc(C(=O)[O-])c1))O2)"
"Nigerans"	"nigeran"	["mycodextran"]	null	null	0	"C(O)[C@H]1(O[C@@H]([C@H](O)[C@@H](O[R1])[C@H](O)1)O[C@@H]3([C@@H](CO)O[C@H](O[C@H]2([C@H](O)[C@@H](CO)O[C@H](O[R2])[C@H](O)2))[C@H](O)[C@@H](O)3))"
"NITRATE"	"nitrate"	["NO<SUB>3</SUB>", "NO<SUB>3</SUB><SUP>-</SUP>"]	"NO3"	62.005	-1	"N(=O)(=O)[O-]"
"NITRIC-OXIDE"	"nitric oxide"	["NO", "nitrogen monoxide", "nitrogen protoxide"]	"NO"	30.006	0	"N=O"
"Nitriles"	"a nitrile"	["nitrile", "R-CN"]	null	null	0	"C(#N)[R]"
"NITRITE"	"nitrite"	["NO<sub>2</sub>", "NO<sub>2</sub><sup>-</sup>", "nitrous acid"]	"NO2"	46.005	-1	"N([O-])=O"
"Nitroalkanes"	"a nitroalkane"	[]	null	null	0	"[N+]([R])(=O)[O-]"
"Nitroaromatic-Compounds"	"a nitroaromatic compound"	[]	null	null	0	null
"Nitroaromatic-Red-Compounds"	"a hydroxylamino group-containing compound"	[]	null	null	0	"C([R])NO"
"Nitrobenzenes"	"a nitrobenzene"	[]	null	null	0	null
"Nitrogen-Molecular-Entities"	"a nitrogen molecular entity"	[]	null	null	0	null
"Nitrohydrocarbons"	"a nitrohydrocarbon"	[]	null	null	0	"[N+]([R])(=O)[O-]"
"Nitroso-Compounds"	"a nitroso compound"	[]	null	null	0	null
"Nitrosoaromatic-Compounds"	"a nitrosoaromatic compound"	[]	null	null	0	null
