Gene,Monomer,Covert_Expression,Li_Expression
nrfC,NRFC-MONOMER,1.1593,1.000000
nrfD,NRFD-MONOMER,0.8319,1.000000
gltP,GLTP-MONOMER,52.3798666667,155.000000
fdhF,FORMATEDEHYDROGH-MONOMER,8.35556666667,10.000000
alsK,EG11956-MONOMER,3.9366,3.000000
alsE,EG11957-MONOMER,3.68013333333,2.000000
alsC,YJCV-MONOMER,3.62613333333,1.000000
alsA,YJCW-MONOMER,1.77156666667,1.000000
alsB,YJCX-MONOMER,3.3515,4.000000
rpiB,RIB5PISOMB-MONOMER,4.8811,4.000000
phnN,EG10723-MONOMER,2.1644,2.000000
proP,PROP-MONOMER,134.730866667,70.000000
adiC,YJDE-MONOMER,2.32786666667,1.000000
adiA,ARGDECARBOXDEG-MONOMER,4.0809,2.000000
melA,ALPHAGALACTOSID-MONOMER,4.4069,4.000000
melB,MELB-MONOMER,11.7225,2.000000
fumB,FUMB-MONOMER,8.4786,5.000000
dcuB,DCUB-MONOMER,9.02546666667,4.000000
lysU,LYSU-MONOMER,53.0330333333,64.000000
yjdL,YJDL-MONOMER,5.5811,3.000000
cadA,LYSDECARBOX-MONOMER,2.2614,1.000000
cadB,CADB-MONOMER,0.768666666667,1.000000
dipZ,DSBD-MONOMER,27.9212333333,35.000000
dcuA,DCUA-MONOMER,211.3857,162.000000
aspA,ASPARTASE-MONOMER,560.7017,118.000000
frdD,FUM-MEMB2,63.0654,33.000000
frdC,FUM-MEMB1,87.5769666667,29.000000
frdB,FUM-FE-S,202.472266667,34.000000
frdA,FUM-FLAVO,473.2465,31.000000
psd,PSD-MONOMER,96.4710666667,128.000000
rsgA,G7841-MONOMER,109.204966667,146.000000
amiB,NACMURLALAAMI2-MONOMER,35.9757666667,69.000000
purA,ADENYLOSUCCINATE-SYN-MONOMER,700.743233333,611.000000
ulaG,G7855-MONOMER,2.74203333333,6.000000
ulaA,SGAT-MONOMER,1.42766666667,1.000000
ulaB,YJFT-MONOMER,2.49203333333,3.000000
ulaC,YJFU-MONOMER,3.69206666667,2.000000
ulaD,G7858-MONOMER,4.5006,6.000000
ulaE,G7859-MONOMER,3.3576,4.000000
ulaF,G7860-MONOMER,4.13843333333,4.000000
cycA,CYCA-MONOMER,57.3897333333,105.000000
ytfE,G7866-MONOMER,8.74196666667,3.000000
cpdB,CPDB-MONOMER,20.4082666667,20.000000
cysQ,EG10043-MONOMER,56.5041,46.000000
msrA,EG11433-MONOMER,83.2773333333,23.000000
ppa,INORGPYROPHOSPHAT-MONOMER,1453.99676667,1796.000000
ytfQ,YTFQ-MONOMER,6.2516,4.000000
ytfT,YTFT-MONOMER,2.00823333333,2.000000
yjfF,YJFF-MONOMER,4.54026666667,2.000000
fbp,F16B-MONOMER,189.084,267.000000
mpl,EG12440-MONOMER,101.8229,162.000000
nrdG,RNTRACTIV-MONOMER,9.43846666667,9.000000
nrdD,RIBONUCLEOSIDE-TRIP-REDUCT-MONOMER,20.6849666667,16.000000
treC,TRE6PHYDRO-MONOMER,2.45066666667,5.000000
treB,TREB-MONOMER,2.42293333333,6.000000
mgtA,MGTA-MONOMER,12.9134333333,39.000000
pyrI,ASPCARBREG-MONOMER,1916.62606667,47.000000
pyrB,ASPCARBCAT-MONOMER,2242.38926667,43.000000
argI,CHAINI-MONOMER,5.93856666667,2.000000
valS,VALS-MONOMER,173.734333333,394.000000
lptF,G7888-MONOMER,48.9313,152.000000
lptG,G7889-MONOMER,44.4980666667,142.000000
idnT,YJGT-MONOMER,8.0736,5.000000
idnO,GLUCONREDUCT-MONOMER,3.1839,3.000000
idnD,IDONDEHYD-MONOMER,1.2353,1.000000
idnK,GLUCONOKINI-MONOMER,1.68243333333,2.000000
fecE,FECE-MONOMER,32.0620333333,11.000000
fecD,FECD-MONOMER,13.0820333333,7.000000
fecC,FECC-MONOMER,16.7586,8.000000
fecB,FECB-MONOMER,49.948,8.000000
fecA,EG10286-MONOMER,83.8790666667,8.000000
sgcE,G7914-MONOMER,4.3998,3.000000
nanC,G7921-MONOMER,0.574833333333,1.000000
gntP,GNTP-MONOMER,2.44033333333,5.000000
uxuA,MANNONDEHYDRAT-MONOMER,9.42306666667,19.000000
uxuB,MANNONOXIDOREDUCT-MONOMER,6.91596666667,17.000000
yjjL,YJIZ-MONOMER,117.7856,3.000000
yjjN,G7945-MONOMER,1.9697,1.000000
fhuF,G7949-MONOMER,1375.49833333,49.000000
yjjG,EG12115-MONOMER,24.6362,84.000000
deoC,DEOXYRIBOSE-P-ALD-MONOMER,53.3183,40.000000
deoA,DEOA-MONOMER,30.9436333333,28.000000
deoB,PPENTOMUT-MONOMER,109.534666667,140.000000
deoD,DEOD-MONOMER,234.516533333,348.000000
lplA,EG11796-MONOMER,20.5859666667,29.000000
serB,PSERPHOSPHA-MONOMER,31.8015666667,100.000000
slt,EG10950-MONOMER,29.1822333333,22.000000
yjjX,EG12600-MONOMER,35.5479333333,39.000000
ytjC,PGAM2-MONOMER,51.6397333333,81.000000
glcF,MONOMER0-561,4.61203333333,2.000000
frlC,G7724-MONOMER,2.84003333333,3.000000
dgoA,DEHYDDEOXPHOSGALACT-ALDOL-MONOMER,3.25533333333,1.000000
ytfR,YTFR-MONOMER,3.1753,2.000000
thrL,EG11277-MONOMER,1111.58423333,1051.000000
yaaX,G6081-MONOMER,57.6914666667,33.000000
yaaA,EG10011-MONOMER,46.4189333333,50.000000
yaaH,EG11512-MONOMER,25.7354333333,85.000000
yaaW,G6082-MONOMER,1.954,3.000000
yaaI,G8202-MONOMER,2.51653333333,1.000000
dnaK,EG10241-MONOMER,689.079266667,1504.000000
dnaJ,EG10240-MONOMER,91.2988,416.000000
rpsT,EG10919-MONOMER,1519.6261,7935.000000
yaaY,G6087-MONOMER,19.6176666667,16.000000
lspA,EG10548-MONOMER,107.624833333,331.000000
fkpB,EG11080-MONOMER,119.688933333,176.000000
caiE,CAIE-MONOMER,4.4213,2.000000
caiA,CROBETREDUCT-MONOMER,9.44346666667,10.000000
fixA,EG11562-MONOMER,1.28736666667,1.000000
fixB,EG11563-MONOMER,0.732066666667,1.000000
fixC,EG11564-MONOMER,1.5566,1.000000
yaaU,YAAU-MONOMER,1.32366666667,1.000000
kefF,EG11568-MONOMER,7.90753333333,10.000000
apaG,EG10047-MONOMER,132.5968,140.000000
rsmA,EG10523-MONOMER,140.170933333,186.000000
surA,EG10985-MONOMER,226.514733333,272.000000
lptD,EG11569-MONOMER,189.845633333,202.000000
djlA,EG11570-MONOMER,30.4286,63.000000
rluA,EG12609-MONOMER,42.0752666667,179.000000
hepA,EG11083-MONOMER,30.7142333333,226.000000
polB,EG10747-MONOMER,13.1327666667,13.000000
yabI,EG11571-MONOMER,14.5162333333,36.000000
leuL,EG11280-MONOMER,428.938166667,470.000000
mraZ,EG11084-MONOMER,190.400833333,264.000000
rsmH,EG11085-MONOMER,107.195666667,183.000000
ftsL,EG11086-MONOMER,67.1360333333,198.000000
ftsW,EG10344-MONOMER,60.0898666667,106.000000
ftsQ,EG10342-MONOMER,131.948933333,135.000000
ftsA,EG10339-MONOMER,149.065166667,202.000000
ftsZ,EG10347-MONOMER,315.0754,396.000000
secM,EG11087-MONOMER,261.377266667,199.000000
secA,SECA,168.110466667,219.000000
yacG,EG12314-MONOMER,65.3558333333,128.000000
zapD,EG12313-MONOMER,50.4269333333,113.000000
hofC,EG11798-MONOMER,5.12553333333,3.000000
hofB,EG12106-MONOMER,8.582,3.000000
ampE,EG10042-MONOMER,33.5844333333,21.000000
yacL,EG12605-MONOMER,113.468533333,89.000000
yacC,EG11089-MONOMER,188.977533333,35.000000
yadG,YADG-MONOMER,50.9657333333,42.000000
yadH,YADH-MONOMER,27.8789666667,51.000000
yadI,AGAX-MONOMER,23.8419666667,13.000000
yadE,EG11749-MONOMER,14.4126,10.000000
yadD,EG11748-MONOMER,13.6390333333,10.000000
yadC,EG11678-MONOMER,4.72633333333,2.000000
yadK,EG12325-MONOMER,0.9241,1.000000
yadL,EG12326-MONOMER,1.62826666667,1.000000
yadM,EG12327-MONOMER,1.61896666667,1.000000
htrE,EG11972-MONOMER,0.794433333333,1.000000
pcnB,EG10690-MONOMER,77.1065333333,217.000000
gluQ,EG11362-MONOMER,11.5308,29.000000
dksA,EG10230-MONOMER,339.999866667,707.000000
ligT,EG12330-MONOMER,24.7068333333,28.000000
hrpB,EG12329-MONOMER,19.3666666667,33.000000
erpA,EG12332-MONOMER,168.2539,618.000000
yadS,EG12333-MONOMER,10.2942333333,36.000000
degP,EG10463-MONOMER,83.6131333333,65.000000
yaeH,EG12336-MONOMER,151.6586,47.000000
yaeI,EG12337-MONOMER,13.3040666667,5.000000
glnD,GLND-MONOMER,40.6587333333,27.000000
map,EG10570-MONOMER,404.0645,371.000000
rpsB,EG10901-MONOMER,3377.60333333,5729.000000
tsf,EG11033-MONOMER,1395.77656667,3118.000000
frr,EG10335-MONOMER,690.483566667,1039.000000
rseP,EG12436-MONOMER,138.4799,218.000000
bamA,G6093-MONOMER,297.883033333,378.000000
hlpA,EG10455-MONOMER,877.955633333,822.000000
rnhB,EG10861-MONOMER,44.9459333333,112.000000
dnaE,EG10238-MONOMER,52.0887333333,130.000000
yaeR,G6095-MONOMER,23.5724,19.000000
tilS,G6096-MONOMER,21.1961666667,39.000000
rof,G6097-MONOMER,120.364766667,87.000000
yaeQ,G6098-MONOMER,44.5692333333,41.000000
arfB,EG12354-MONOMER,46.7030666667,30.000000
nlpE,EG12137-MONOMER,61.7424666667,34.000000
yaeF,EG12138-MONOMER,7.4105,3.000000
yaeB,EG11503-MONOMER,28.4637333333,67.000000
rcsF,RCSF-MONOMER,114.562833333,94.000000
yafD,EG11650-MONOMER,79.9244666667,27.000000
yafE,EG11651-MONOMER,22.5905333333,17.000000
mltD,EG10246-MONOMER,65.3228666667,183.000000
yafS,G6100-MONOMER,47.0979333333,17.000000
rnhA,EG10860-MONOMER,49.1909666667,43.000000
dnaQ,EG10243-MONOMER,64.3689333333,64.000000
yafT,G6101-MONOMER,2.21336666667,8.000000
yafV,G6103-MONOMER,35.3705,16.000000
ivy,G6104-MONOMER,66.3820666667,52.000000
yafJ,G6107-MONOMER,89.5942333333,50.000000
yafK,G6108-MONOMER,75.0270333333,112.000000
yafQ,G6109-MONOMER,68.7507,23.000000
yafL,G6111-MONOMER,3.94053333333,2.000000
rayT,G6112-MONOMER,12.2367333333,5.000000
dinB,G6115-MONOMER,13.5719333333,12.000000
yafN,G6116-MONOMER,25.7937,16.000000
yafO,G6117-MONOMER,16.7972333333,10.000000
yafP,G6118-MONOMER,5.78233333333,7.000000
frsA,EG11091-MONOMER,49.3722666667,48.000000
ykfB,G6125-MONOMER,80.8908333333,11.000000
yafY,G6126-MONOMER,22.9168333333,4.000000
ykfA,G6128-MONOMER,7.38486666667,6.000000
afuC,YAGC-MONOMER,2.91223333333,2.000000
yagE,G6140-MONOMER,3.52263333333,6.000000
yagF,G6141-MONOMER,2.18933333333,8.000000
yagG,B0270-MONOMER,1.19823333333,2.000000
yagH,G6143-MONOMER,2.3862,3.000000
yagK,G6148-MONOMER,8.5616,6.000000
yagL,G6149-MONOMER,4.86636666667,3.000000
yagN,G6151-MONOMER,157.2552,35.000000
intF,G6152-MONOMER,35.4849,29.000000
paoD,G6154-MONOMER,1.96696666667,2.000000
paoC,G6155-MONOMER,1.5692,1.000000
paoB,G6156-MONOMER,1.74943333333,1.000000
paoA,G6157-MONOMER,1.50953333333,1.000000
yagU,G6158-MONOMER,99.5745333333,55.000000
ykgJ,G6159-MONOMER,11.7747666667,17.000000
ecpE,G6160-MONOMER,6.2913,4.000000
ecpC,G6162-MONOMER,2.23733333333,1.000000
ecpB,G6163-MONOMER,1.1797,1.000000
ecpA,G6164-MONOMER,12.8737,4.000000
ykgL,G6166-MONOMER,10.3114333333,5.000000
ykgM,G6167-MONOMER,10.3798666667,25.000000
ykgB,G6171-MONOMER,1.2067,2.000000
ykgI,G6173-MONOMER,1.24933333333,1.000000
ykgC,G6174-MONOMER,0.971033333333,2.000000
ykgH,G6180-MONOMER,0.971866666667,1.000000
yahA,EG11236-MONOMER,8.3662,26.000000
yahC,G6182-MONOMER,0.907833333333,1.000000
yahF,G6185-MONOMER,0.882333333333,1.000000
yahG,G6186-MONOMER,0.675833333333,1.000000
yahJ,G6189-MONOMER,13.5221666667,11.000000
yahK,G6190-MONOMER,11.5001666667,7.000000
yahM,G6192-MONOMER,11.8298333333,18.000000
yahN,G6193-MONOMER,2.79566666667,2.000000
yahO,G6194-MONOMER,29.9399333333,5.000000
prpE,G6200-MONOMER,0.915433333333,1.000000
lacA,GALACTOACETYLTRAN-MONOMER,1.67326666667,1.000000
yaiL,G6207-MONOMER,37.3484,42.000000
yaiO,G6210-MONOMER,2.36743333333,2.000000
yaiP,G6215-MONOMER,2.10953333333,1.000000
yaiS,G6216-MONOMER,0.189933333333,1.000000
ampH,EG12867-MONOMER,25.4453333333,29.000000
sbmA,SBMA-MONOMER,20.7255333333,13.000000
yaiY,G6228-MONOMER,11.4101,2.000000
yaiZ,G6229-MONOMER,14.5428666667,24.000000
iraP,EG11256-MONOMER,110.742933333,16.000000
psiF,EG11401-MONOMER,16.8063333333,2.000000
adrA,EG11257-MONOMER,2.62493333333,1.000000
yaiI,G6230-MONOMER,40.0043,34.000000
yaiA,EG11093-MONOMER,162.627633333,37.000000
aroM,EG10083-MONOMER,12.3223,33.000000
yaiE,EG12159-MONOMER,240.7088,62.000000
rdgC,EG12158-MONOMER,35.5452333333,101.000000
araJ,ARAJ-MONOMER,9.69116666667,11.000000
sbcC,EG10927-MONOMER,17.1991,19.000000
sbcD,EG11094-MONOMER,15.7323,24.000000
phoR,PHOR-MONOMER,6.3676,13.000000
proY,PROY-MONOMER,29.5192666667,107.000000
queA,EG10812-MONOMER,28.6811333333,100.000000
tgt,EG10996-MONOMER,132.3409,524.000000
yajC,EG11096-MONOMER,491.6608,1037.000000
secD,SECD,151.915566667,483.000000
secF,SECF,134.0331,466.000000
yajD,EG11097-MONOMER,122.767833333,29.000000
yajI,EG12874-MONOMER,9.34253333333,2.000000
nusB,EG10666-MONOMER,284.232266667,471.000000
yajO,G6236-MONOMER,36.4163333333,18.000000
xseB,EG11098-MONOMER,193.802666667,130.000000
yajL,HMP-KIN-MONOMER,58.6994333333,47.000000
yajQ,G6240-MONOMER,596.1308,417.000000
yajR,B0427-MONOMER,12.1742666667,31.000000
yajG,EG12182-MONOMER,252.274666667,196.000000
tig,EG11003-MONOMER,1200.96856667,1968.000000
clpP,EG10158-MONOMER,464.363666667,385.000000
clpX,EG10159-MONOMER,332.418766667,479.000000
lon,EG10542-MONOMER,169.0901,410.000000
ppiD,G6242-MONOMER,151.819,243.000000
ybaV,G6243-MONOMER,7.08306666667,12.000000
fadM,G6244-MONOMER,5.7121,3.000000
ybaE,EG13217-MONOMER,8.99526666667,2.000000
mdlA,MDLA-MONOMER,8.92676666667,25.000000
mdlB,MDLB-MONOMER,7.29176666667,18.000000
glnK,PROTEIN-PII2,6.7763,1.000000
ybaY,G6250-MONOMER,41.3423333333,17.000000
atl,G6251-MONOMER,36.4101666667,11.000000
ybaA,EG11099-MONOMER,5.3989,3.000000
ylaB,G6252-MONOMER,12.2885333333,7.000000
ylaC,G6253-MONOMER,31.7055666667,49.000000
hha,EG10439-MONOMER,387.796733333,133.000000
tomB,EG12429-MONOMER,160.871466667,82.000000
mscK,G6255-MONOMER,20.8256333333,64.000000
ybaM,EG12830-MONOMER,32.0325333333,31.000000
priC,EG10765-MONOMER,26.4107666667,27.000000
ybaN,EG12843-MONOMER,101.5951,28.000000
ybaB,EG11100-MONOMER,385.8142,457.000000
recR,EG10834-MONOMER,189.373533333,441.000000
htpG,EG10461-MONOMER,191.1766,418.000000
aes,EG11101-MONOMER,5.38053333333,2.000000
ybaL,YBAL-MONOMER,47.4742666667,49.000000
fsr,FSR-MONOMER,18.2413666667,11.000000
ybaK,EG12454-MONOMER,45.5139666667,41.000000
ybaP,G6258-MONOMER,47.3657333333,15.000000
ybaT,B0486-MONOMER,3.3079,3.000000
ybbJ,G6264-MONOMER,35.4787666667,14.000000
qmcA,G6265-MONOMER,39.2475333333,16.000000
ybbL,YBBL-MONOMER,49.1650666667,15.000000
ybbM,G6267-MONOMER,23.5784333333,13.000000
ybbN,G6268-MONOMER,133.488333333,153.000000
ybbO,G6269-MONOMER,51.7235,42.000000
ybbA,YBBA-MONOMER,13.6358,9.000000
ybbP,YBBP-MONOMER,6.2139,7.000000
rhsD,EG10849-MONOMER,4.02106666667,2.000000
ybbC,EG11769-MONOMER,5.95256666667,5.000000
ybbY,G6282-MONOMER,1.59546666667,1.000000
allE,G6284-MONOMER,9.8632,12.000000
ylbF,G6289-MONOMER,1.2817,1.000000
ppiB,EG10758-MONOMER,889.287766667,730.000000
ybcI,EG12708-MONOMER,8.83133333333,3.000000
ybcJ,EG12879-MONOMER,61.0816333333,189.000000
sfmA,G6290-MONOMER,0.218666666667,1.000000
sfmD,G6292-MONOMER,0.805733333333,1.000000
sfmH,G6293-MONOMER,0.487833333333,1.000000
sfmF,EG12388-MONOMER,0.901966666667,1.000000
intD,EG10507-MONOMER,54.2687333333,16.000000
emrE,EMRE-MONOMER,19.5490333333,48.000000
ybcK,G6300-MONOMER,0.381866666667,1.000000
ybcL,G6301-MONOMER,3.40736666667,3.000000
ybcM,G6302-MONOMER,9.8187,3.000000
ybcQ,G6307-MONOMER,0.868133333333,2.000000
essD,G6309-MONOMER,10.3370333333,4.000000
rrrD,G6310-MONOMER,8.44206666667,6.000000
rzpD,G6311-MONOMER,15.3978666667,1.000000
borD,G6312-MONOMER,427.173333333,798.000000
ybcV,G6313-MONOMER,1.63643333333,2.000000
ybcW,G6314-MONOMER,16.0881666667,12.000000
ompT,EG10673-MONOMER,3507.55386667,1214.000000
ybcH,EG12448-MONOMER,4.71246666667,7.000000
nfrA,EG11740-MONOMER,5.4032,9.000000
nfrB,EG11739-MONOMER,2.15166666667,5.000000
cusS,G6318-MONOMER,5.37346666667,10.000000
ybdG,G6323-MONOMER,19.3491,33.000000
ybdF,G6324-MONOMER,43.6965333333,12.000000
ybdJ,G6325-MONOMER,18.3086333333,32.000000
ybdK,G6326-MONOMER,4.87926666667,1.000000
entH,EG11105-MONOMER,437.069733333,4.000000
cstA,EG10167-MONOMER,63.9847333333,16.000000
ybdH,EG12692-MONOMER,14.2455666667,15.000000
ybdL,G6329-MONOMER,6.41576666667,7.000000
ybdM,G6330-MONOMER,6.2176,2.000000
ybdN,G6331-MONOMER,1.9582,2.000000
ahpC,EG11384-MONOMER,3325.4252,1828.000000
ahpF,EG11385-MONOMER,123.525433333,223.000000
uspG,G6334-MONOMER,101.9691,51.000000
ybdR,G6335-MONOMER,5.4875,3.000000
rnk,G6337-MONOMER,59.0716666667,94.000000
rna,EG10856-MONOMER,141.1108,55.000000
dpiB,G6345-MONOMER,6.38043333333,6.000000
crcB,EG12209-MONOMER,30.9367666667,34.000000
tatE,EG11305-MONOMER,91.6505666667,143.000000
ybeD,EG11592-MONOMER,108.6026,246.000000
rlpA,EG10854-MONOMER,158.223566667,124.000000
mrdB,EG10607-MONOMER,45.2288333333,95.000000
rlmH,EG11254-MONOMER,47.4079333333,233.000000
rsfS,EG11255-MONOMER,133.473133333,283.000000
holA,EG11412-MONOMER,55.7936,85.000000
lptE,EG10855-MONOMER,193.4369,349.000000
ybeL,EG12851-MONOMER,42.6121333333,11.000000
ybeQ,G6351-MONOMER,4.55126666667,2.000000
ybeT,G6354-MONOMER,1.48616666667,1.000000
djlC,G6356-MONOMER,3.54233333333,3.000000
ybeX,G6361-MONOMER,213.607733333,157.000000
ybeY,G6362-MONOMER,159.8282,137.000000
ybeZ,G6363-MONOMER,206.424533333,121.000000
miaB,G6364-MONOMER,37.3611,228.000000
nagD,EG10634-MONOMER,102.793033333,109.000000
chiP,G6370-MONOMER,2.42866666667,3.000000
ybfE,EG11775-MONOMER,47.3549,62.000000
ybfF,EG11776-MONOMER,33.5118666667,29.000000
seqA,EG12197-MONOMER,284.0826,274.000000
ybfP,G6374-MONOMER,7.25606666667,4.000000
kdpD,KDPD-MONOMER,6.9013,13.000000
ybfA,EG11521-MONOMER,46.9358333333,49.000000
rhsC,EG10848-MONOMER,4.12366666667,1.000000
ybfB,EG11522-MONOMER,1.1025,1.000000
ybfC,EG11523-MONOMER,1.72553333333,1.000000
ybgA,EG11108-MONOMER,9.2219,2.000000
phr,EG10736-MONOMER,7.7527,6.000000
ybgI,G6379-MONOMER,120.8136,67.000000
ybgJ,G6380-MONOMER,82.7440666667,63.000000
ybgK,G6381-MONOMER,77.8367666667,53.000000
ybgL,G6382-MONOMER,38.1642333333,38.000000
nei,G6383-MONOMER,26.3238333333,22.000000
ybgO,G6385-MONOMER,6.035,1.000000
ybgP,G6386-MONOMER,2.72093333333,1.000000
ybgE,EG12395-MONOMER,92.1501666667,123.000000
tolQ,EG11010-MONOMER,63.1570666667,171.000000
tolR,EG11011-MONOMER,51.5767333333,160.000000
tolA,EG11007-MONOMER,50.8562666667,114.000000
tolB,EG11008-MONOMER,310.7237,650.000000
pal,EG10684-MONOMER,1221.6709,1725.000000
ybgF,EG12854-MONOMER,350.7342,666.000000
ybgS,G6394-MONOMER,11.8577666667,3.000000
modF,MODF-MONOMER,46.1734333333,19.000000
acrZ,G6396-MONOMER,173.943133333,532.000000
ybhI,B0770-MONOMER,0.473066666667,1.000000
ybhJ,G6401-MONOMER,4.3253,3.000000
ybhC,EG12875-MONOMER,65.5767,198.000000
ybhB,EG11238-MONOMER,45.0578,103.000000
uvrB,EG11062-MONOMER,48.6406333333,49.000000
ybhK,G6402-MONOMER,22.3469,27.000000
moaB,MONOMER0-1501,43.8130333333,93.000000
ybhL,G6403-MONOMER,123.205833333,75.000000
ybhM,G6404-MONOMER,3.5746,3.000000
ybhP,G6407-MONOMER,2.21046666667,1.000000
ybhQ,G6408-MONOMER,25.0397666667,31.000000
ybhR,YBHR-MONOMER,8.3569,5.000000
ybhS,YBHS-MONOMER,9.44956666667,8.000000
ybhF,YBHF-MONOMER,21.1773,14.000000
ybhG,G6412-MONOMER,47.2278,21.000000
rhlE,EG11235-MONOMER,33.7181,54.000000
ybiA,EG11579-MONOMER,7.46723333333,4.000000
dinG,EG11357-MONOMER,18.4228,15.000000
ybiB,EG11580-MONOMER,53.5831333333,34.000000
ybiC,EG11581-MONOMER,100.137766667,30.000000
ybiJ,EG12422-MONOMER,76.8719,8.000000
ybiI,EG12421-MONOMER,247.0966,1.000000
ybiX,G6413-MONOMER,390.7499,3.000000
mcbA,G6415-MONOMER,9.78313333333,2.000000
rlmF,G6416-MONOMER,20.8824333333,52.000000
ybiO,G6417-MONOMER,3.57586666667,1.000000
dps,EG11415-MONOMER,218.307966667,54.000000
ompX,EG12117-MONOMER,3018.3488,2851.000000
ybiP,G6418-MONOMER,7.3953,26.000000
ybiR,G6421-MONOMER,9.84383333333,30.000000
ybiS,G6422-MONOMER,82.5419333333,220.000000
ybiT,G6423-MONOMER,63.0202666667,140.000000
ybiU,G6424-MONOMER,9.1668,8.000000
ybiW,G6426-MONOMER,2.4706,1.000000
yliE,G6433-MONOMER,6.09806666667,30.000000
yliF,G6434-MONOMER,8.7974,33.000000
rimO,G6435-MONOMER,21.8927666667,108.000000
bssR,G6436-MONOMER,99.8479333333,1.000000
gstB,G6438-MONOMER,53.0587,50.000000
ybjH,G6441-MONOMER,20.4187,18.000000
ybjI,G6442-MONOMER,29.4234,18.000000
ybjJ,G6443-MONOMER,11.9949333333,19.000000
ybjL,G6445-MONOMER,20.5620333333,40.000000
ybjM,G6446-MONOMER,17.6427666667,10.000000
ybjC,EG12842-MONOMER,56.3716333333,65.000000
nfsA,EG11261-MONOMER,49.6297,61.000000
rimK,EG10852-MONOMER,24.7995,55.000000
ybjN,G6447-MONOMER,102.810233333,106.000000
ybjO,G6448-MONOMER,8.95346666667,36.000000
rlmC,G6449-MONOMER,6.2618,44.000000
ybjP,G6450-MONOMER,62.2458333333,25.000000
ybjQ,G6451-MONOMER,89.1343333333,37.000000
amiD,G6452-MONOMER,46.0619,26.000000
ybjS,G6453-MONOMER,30.8461333333,40.000000
ybjT,G6454-MONOMER,20.0142,20.000000
hcr,G6456-MONOMER,6.076,2.000000
hcp,G6457-MONOMER,4.1652,2.000000
ybjE,G6458-MONOMER,9.28706666667,23.000000
ybjD,G6459-MONOMER,36.1086,16.000000
ybjX,G6460-MONOMER,105.784,107.000000
macA,MACA,27.1037,17.000000
macB,MACB,9.65593333333,21.000000
cspD,EG11111-MONOMER,182.031433333,77.000000
clpS,G6463-MONOMER,252.814966667,80.000000
clpA,EG10156-MONOMER,242.919333333,108.000000
infA,EG10504-MONOMER,626.3039,1283.000000
aat,EG11112-MONOMER,25.9324,31.000000
ftsK,G6464-MONOMER,73.6585666667,84.000000
lolA,G6465-MONOMER,147.2383,87.000000
rarA,EG12690-MONOMER,32.8809,44.000000
ycaC,EG11241-MONOMER,5.3191,2.000000
ycaD,YCAD-MONOMER,8.42006666667,51.000000
ycaM,YCAM,1.49113333333,3.000000
ycaK,EG12702-MONOMER,1.8614,5.000000
ycaO,G6468-MONOMER,58.1686333333,172.000000
ycaP,G6469-MONOMER,7.00466666667,2.000000
ycaL,G6470-MONOMER,4.77793333333,7.000000
rpsA,EG10900-MONOMER,2695.11223333,6239.000000
ycaI,EG12375-MONOMER,4.74196666667,3.000000
ycaQ,G6471-MONOMER,6.5058,7.000000
ycaR,G6472-MONOMER,115.9659,198.000000
ycbJ,G6473-MONOMER,39.8160333333,4.000000
ycbC,EG12166-MONOMER,10.392,9.000000
smtA,EG12167-MONOMER,72.7520666667,104.000000
mukF,EG12165-MONOMER,44.7338,112.000000
mukE,EG11252-MONOMER,91.8462333333,124.000000
mukB,EG10618-MONOMER,75.3975666667,138.000000
ycbB,EG11253-MONOMER,42.5158666667,17.000000
ycbK,G6474-MONOMER,276.0715,111.000000
ycbL,G6475-MONOMER,124.581666667,140.000000
elfA,G6480-MONOMER,2.77596666667,3.000000
elfC,G6482-MONOMER,1.92406666667,1.000000
elfG,G6483-MONOMER,4.2859,2.000000
ycbU,G6484-MONOMER,2.12416666667,1.000000
ycbV,G6485-MONOMER,1.62236666667,2.000000
ycbF,EG12397-MONOMER,11.8778,2.000000
zapC,G6486-MONOMER,25.9828666667,41.000000
ycbX,G6487-MONOMER,42.7308333333,28.000000
rlmL,G6488-MONOMER,29.485,115.000000
uup,UUP-MONOMER,61.7577333333,122.000000
pqiA,G6490-MONOMER,16.2664,48.000000
pqiB,G6491-MONOMER,27.7171666667,52.000000
ymbA,G6492-MONOMER,45.7924666667,51.000000
rmf,EG50004-MONOMER,229.2489,23.000000
ycbZ,G6493-MONOMER,61.4715666667,81.000000
matP,EG12855-MONOMER,39.4161,32.000000
sulA,EG10984-MONOMER,60.5634,19.000000
sxy,G6494-MONOMER,20.8323666667,7.000000
yccS,G6495-MONOMER,15.9683333333,47.000000
yccF,G6496-MONOMER,15.8063333333,68.000000
helD,EG10426-MONOMER,38.0529666667,26.000000
yccT,G6498-MONOMER,3.69303333333,1.000000
yccU,G6499-MONOMER,45.1273666667,40.000000
hspQ,G6500-MONOMER,178.874266667,210.000000
rlmI,G6501-MONOMER,43.3296666667,124.000000
tusE,EG12876-MONOMER,38.3502,74.000000
yccA,EG11113-MONOMER,320.802666667,447.000000
hyaD,EG10471-MONOMER,2.0404,2.000000
hyaE,EG10472-MONOMER,2.1981,2.000000
hyaF,EG10473-MONOMER,1.53793333333,1.000000
etk,EG11826-MONOMER,6.1331,9.000000
etp,G6503-MONOMER,3.886,7.000000
gfcE,G6504-MONOMER,3.12826666667,5.000000
gfcD,G6505-MONOMER,4.0795,2.000000
